PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,TEAM,SEASON,TEAM_ID
Mfon Udoka,3,8.2,1.3,0.3,2.0,16.7,0.0,0.0,0.0,0.7,1.3,50.0,0.3,0.7,1.0,0.0,0.3,0.0,0.0,1.0,-0.3,Dallas Wings,1998,1611661321
Rachael Sporn,30,17.8,4.5,2.0,4.9,40.8,0.0,0.0,0.0,0.5,1.1,50.0,1.7,1.9,3.6,1.3,1.1,0.3,0.4,1.9,-1.5,Dallas Wings,1998,1611661321
Razija Brcaninovic,30,23.2,9.1,3.5,6.8,52.0,0.0,0.0,0.0,2.0,3.0,66.7,1.8,3.3,5.1,1.0,2.1,0.3,0.9,2.9,2.0,Dallas Wings,1998,1611661321
Rhonda Blades,29,11.8,2.3,0.7,2.7,25.6,0.4,1.7,24.0,0.5,1.0,48.3,0.2,0.9,1.1,1.4,1.4,0.4,0.0,1.6,-2.3,Dallas Wings,1998,1611661321
Sandy Brondello,30,33.1,14.2,5.2,12.2,42.8,0.5,1.5,36.4,3.2,3.5,92.3,0.6,2.3,2.9,3.3,2.1,1.3,0.0,1.9,1.5,Dallas Wings,1998,1611661321
Tajama Abraham,12,3.5,1.5,0.4,1.2,35.7,0.0,0.0,0.0,0.7,1.3,53.3,0.2,0.4,0.6,0.0,0.4,0.2,0.1,0.7,-0.6,Dallas Wings,1998,1611661321
Astou Ndiaye-Diatta,31,14.2,5.3,2.3,5.2,43.8,0.0,0.0,0.0,0.8,1.3,61.5,0.8,2.4,3.2,0.5,1.0,0.4,0.6,1.6,-1.2,Dallas Wings,1999,1611661321
Carla Boyd,32,21.6,5.3,2.1,5.4,39.3,0.5,1.6,32.0,0.5,0.8,63.0,0.8,1.5,2.3,1.6,1.7,0.8,0.3,2.6,0.0,Dallas Wings,1999,1611661321
Cindy Brown,21,23.4,6.9,2.2,7.0,31.5,0.3,1.4,23.3,2.1,3.1,69.2,1.7,3.7,5.4,1.0,1.7,1.2,0.6,2.1,-1.7,Dallas Wings,1999,1611661321
Claudia Neves,30,10.3,2.5,0.8,3.2,26.3,0.5,2.0,23.3,0.4,0.6,63.2,0.3,0.5,0.8,1.0,0.7,0.5,0.0,1.1,0.0,Dallas Wings,1999,1611661321
Dominique Canty,26,24.6,9.6,2.9,8.8,33.2,0.1,0.7,17.6,3.6,5.2,69.1,1.3,1.7,3.0,1.5,1.7,1.0,0.0,2.2,0.6,Dallas Wings,1999,1611661321
Elena Tornikidou,11,7.8,1.8,0.8,2.1,39.1,0.0,0.0,0.0,0.2,0.5,33.3,0.3,0.5,0.8,0.7,1.0,0.1,0.1,0.7,-0.2,Dallas Wings,1999,1611661321
Jennifer Azzi,28,29.7,10.8,3.3,6.4,51.7,1.1,2.1,51.7,3.1,3.7,82.7,0.1,2.0,2.1,3.7,2.0,0.9,0.1,3.7,0.4,Dallas Wings,1999,1611661321
Korie Hlede,21,19.4,8.8,3.2,8.2,39.0,0.4,1.1,33.3,2.0,2.3,85.7,1.1,1.5,2.6,1.2,1.5,1.0,0.1,2.3,-4.9,Dallas Wings,1999,1611661321
Lesley Brown,13,3.2,1.5,0.5,1.2,43.8,0.1,0.2,50.0,0.3,0.5,66.7,0.2,0.5,0.7,0.2,0.5,0.1,0.1,0.8,-3.0,Dallas Wings,1999,1611661321
Olympia Scott,8,6.5,2.0,0.8,2.3,33.3,0.0,0.0,0.0,0.5,0.8,66.7,0.4,1.1,1.5,0.4,0.6,0.0,0.4,1.8,-4.4,Dallas Wings,1999,1611661321
Rachael Sporn,18,18.9,5.9,2.4,5.2,46.8,0.0,0.1,0.0,1.0,1.6,64.3,1.4,1.8,3.3,1.5,0.9,0.8,0.2,2.5,-0.9,Dallas Wings,1999,1611661321
Sandy Brondello,32,31.3,13.2,4.8,10.8,43.8,1.2,2.4,48.7,2.6,3.0,84.5,0.9,1.2,2.1,2.3,2.3,0.8,0.2,2.5,-3.0,Dallas Wings,1999,1611661321
Val Whiting,31,24.6,6.5,2.5,6.5,38.0,0.0,0.0,0.0,1.6,3.5,45.5,2.1,4.5,6.7,1.5,1.5,1.3,1.0,2.7,0.0,Dallas Wings,1999,1611661321
Wanda Guyton,11,8.9,1.9,0.4,1.5,23.5,0.0,0.0,0.0,1.2,1.5,81.3,0.7,1.6,2.4,0.2,0.9,0.2,0.2,1.9,-0.5,Dallas Wings,1999,1611661321
Wendy Palmer,11,26.2,12.3,4.1,8.6,47.4,0.3,1.2,23.1,3.8,5.0,76.4,2.5,7.0,9.5,1.1,2.4,0.5,0.4,3.8,3.0,Dallas Wings,1999,1611661321
Anna DeForge,27,16.1,5.4,1.9,4.7,40.5,0.7,2.1,32.1,0.9,1.2,78.1,0.3,1.4,1.7,1.7,1.2,1.0,0.1,1.3,-0.1,Dallas Wings,2000,1611661321
Astou Ndiaye-Diatta,32,27.1,10.8,4.9,10.4,47.4,0.0,0.2,16.7,0.9,1.6,56.9,2.0,3.8,5.8,1.3,2.0,0.7,0.7,2.7,-2.5,Dallas Wings,2000,1611661321
Barbara Farris,14,9.2,3.2,1.1,2.1,50.0,0.0,0.1,0.0,1.1,1.9,55.6,1.1,1.1,2.3,0.1,1.0,0.4,0.1,2.1,-1.3,Dallas Wings,2000,1611661321
Claudia Neves,30,21.1,6.0,2.1,5.5,38.0,0.9,3.1,30.4,0.8,1.0,83.3,0.3,0.9,1.2,2.0,1.9,1.0,0.0,1.0,-3.0,Dallas Wings,2000,1611661321
Dominique Canty,28,27.9,9.2,3.0,7.3,40.9,0.0,0.2,0.0,3.3,4.7,69.5,1.1,1.4,2.5,2.9,1.8,1.8,0.2,2.3,-2.1,Dallas Wings,2000,1611661321
Edwina Brown,32,19.5,5.9,1.9,5.3,35.5,0.0,0.1,25.0,2.1,2.5,83.8,1.1,1.6,2.8,2.3,2.1,0.8,0.2,2.4,-1.3,Dallas Wings,2000,1611661321
Elena Tornikidou,32,27.1,10.3,3.8,7.5,50.6,0.0,0.3,12.5,2.7,2.9,91.4,1.3,2.2,3.4,2.6,2.1,0.9,0.4,2.3,-2.6,Dallas Wings,2000,1611661321
Joy Holmes,29,9.3,3.1,1.1,2.4,47.1,0.1,0.4,36.4,0.7,1.0,70.0,0.6,1.0,1.6,0.5,0.6,0.4,0.1,1.2,0.0,Dallas Wings,2000,1611661321
Madinah Slaise,3,2.2,1.3,0.0,0.7,0.0,0.0,0.3,0.0,1.3,1.3,100.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,4.0,Dallas Wings,2000,1611661321
Oksana Zakaluzhnaya,23,11.3,3.9,1.7,3.2,52.1,0.1,0.3,42.9,0.4,0.5,90.9,0.7,1.3,2.0,0.1,0.8,0.2,0.6,2.0,-0.2,Dallas Wings,2000,1611661321
Olympia Scott,28,13.2,3.6,1.3,3.2,41.6,0.0,0.1,0.0,0.9,1.4,65.0,1.0,1.9,2.9,1.0,1.6,0.4,0.4,3.0,-0.4,Dallas Wings,2000,1611661321
Tamicha Jackson,17,15.6,6.8,2.4,6.2,38.7,0.5,1.9,25.0,1.5,2.1,74.3,0.5,1.0,1.5,2.1,1.2,1.3,0.0,1.8,-0.5,Dallas Wings,2000,1611661321
Wendy Palmer,32,28.6,13.8,5.2,11.7,44.8,0.4,1.5,25.0,3.0,4.2,70.4,2.1,4.8,6.8,1.2,2.0,0.6,0.3,3.5,-3.0,Dallas Wings,2000,1611661321
Astou Ndiaye-Diatta,32,28.5,11.8,4.9,10.7,45.7,0.2,0.5,33.3,1.8,2.4,77.6,1.9,3.5,5.3,1.5,2.3,0.7,0.9,2.6,-3.9,Dallas Wings,2001,1611661321
Barbara Farris,31,18.0,4.2,1.5,3.2,46.9,0.0,0.0,0.0,1.2,1.9,63.8,1.3,2.2,3.5,0.5,1.0,0.2,0.2,2.2,-2.8,Dallas Wings,2001,1611661321
Carla Boyd,21,10.9,3.6,1.1,3.2,34.3,0.5,1.7,30.6,0.9,1.0,90.0,0.5,0.8,1.2,0.7,0.8,0.5,0.1,1.5,2.3,Dallas Wings,2001,1611661321
Claudia Neves,22,18.4,4.3,1.5,4.3,36.2,0.9,2.4,36.5,0.4,0.4,100.0,0.1,1.2,1.3,1.5,1.3,1.0,0.0,1.0,-3.1,Dallas Wings,2001,1611661321
Deanna Nolan,27,20.2,7.1,2.4,7.2,33.0,0.8,2.7,28.8,1.6,2.0,81.1,0.6,1.4,2.0,1.1,1.3,0.6,0.2,1.6,-4.7,Dallas Wings,2001,1611661321
Dominique Canty,32,19.5,6.2,2.2,6.0,36.3,0.0,0.2,20.0,1.8,2.3,75.7,1.4,1.2,2.6,2.2,1.7,1.0,0.0,2.2,-3.0,Dallas Wings,2001,1611661321
Edwina Brown,32,25.0,7.4,2.7,7.3,36.6,0.6,1.7,37.7,1.5,1.9,78.3,1.0,2.2,3.2,2.7,2.1,1.0,0.2,2.6,-2.9,Dallas Wings,2001,1611661321
Elena Tornikidou,32,24.4,9.6,3.5,7.8,44.6,0.7,1.5,44.9,2.0,2.2,88.7,0.9,1.5,2.4,1.8,1.8,0.6,0.4,1.8,-3.9,Dallas Wings,2001,1611661321
Jae Kingi-Cross,29,21.6,5.8,1.9,4.9,38.7,1.1,3.0,37.5,0.9,1.2,72.2,0.7,1.5,2.2,2.6,1.8,1.1,0.3,1.4,-1.1,Dallas Wings,2001,1611661321
Kelly Santos,14,10.9,3.7,1.4,3.0,47.6,0.0,0.1,0.0,0.9,1.3,66.7,0.8,1.1,1.9,0.4,0.9,0.2,0.2,1.6,-0.2,Dallas Wings,2001,1611661321
Rachael Sporn,23,11.5,1.8,0.8,2.0,40.4,0.0,0.0,0.0,0.1,0.4,33.3,0.9,1.3,2.3,0.5,0.6,0.3,0.2,0.7,-2.5,Dallas Wings,2001,1611661321
Wendy Palmer,22,29.6,10.6,4.1,9.8,42.3,0.5,1.5,33.3,1.8,2.7,67.8,1.7,5.3,7.0,1.0,2.2,1.0,0.2,2.9,-3.0,Dallas Wings,2001,1611661321
Astou Ndiaye-Diatta,32,24.2,8.6,3.9,8.4,46.7,0.0,0.1,0.0,0.7,1.2,59.0,1.4,3.7,5.1,1.2,1.8,0.5,0.4,2.0,-2.1,Dallas Wings,2002,1611661321
Ayana Walker,32,17.2,5.1,2.0,5.2,37.7,0.1,0.3,22.2,1.1,1.5,69.4,1.8,1.9,3.7,0.5,0.9,0.4,1.1,1.8,-0.1,Dallas Wings,2002,1611661321
Barbara Farris,32,17.7,4.5,1.5,3.7,41.9,0.0,0.0,0.0,1.4,1.9,73.8,0.9,2.0,2.9,0.5,1.2,0.4,0.3,1.9,-0.3,Dallas Wings,2002,1611661321
Begona Garcia,8,7.8,1.0,0.3,1.4,18.2,0.3,0.8,33.3,0.3,0.5,50.0,0.0,0.5,0.5,1.1,1.4,0.4,0.0,1.0,-3.3,Dallas Wings,2002,1611661321
Deanna Nolan,32,25.1,8.7,3.2,7.8,41.5,1.3,3.6,36.8,0.9,1.1,80.6,0.5,2.2,2.7,1.9,1.9,0.8,0.4,2.3,-2.8,Dallas Wings,2002,1611661321
Dominique Canty,28,22.4,5.7,1.9,5.5,33.8,0.0,0.2,20.0,2.0,2.7,72.4,0.9,1.6,2.5,3.0,2.0,0.8,0.1,2.1,-3.6,Dallas Wings,2002,1611661321
Edwina Brown,28,19.6,4.1,1.5,4.7,32.8,0.2,0.4,50.0,0.8,1.1,74.2,1.0,1.9,2.9,2.1,2.1,0.9,0.3,2.6,-4.8,Dallas Wings,2002,1611661321
Elaine Powell,15,26.4,9.9,3.6,8.1,44.6,0.4,1.5,27.3,2.3,2.7,85.0,1.7,2.5,4.2,4.0,2.7,1.5,0.5,1.3,3.1,Dallas Wings,2002,1611661321
Jill Chapman-Daily,19,6.3,1.2,0.5,1.4,37.0,0.0,0.1,0.0,0.1,0.2,66.7,0.6,0.8,1.4,0.0,0.4,0.2,0.1,1.1,-1.7,Dallas Wings,2002,1611661321
Kelly Santos,12,14.1,3.7,1.3,3.5,38.1,0.0,0.0,0.0,1.0,1.7,60.0,1.0,1.7,2.7,0.6,1.2,0.3,0.8,1.7,-2.5,Dallas Wings,2002,1611661321
Lenae Williams,27,6.6,2.7,1.1,3.7,29.7,0.5,2.0,24.1,0.0,0.2,0.0,0.3,0.4,0.7,0.1,0.5,0.1,0.0,0.6,-1.9,Dallas Wings,2002,1611661321
Oksana Zakaluzhnaya,3,3.2,0.7,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,-2.0,Dallas Wings,2002,1611661321
Stacy Clinesmith,12,8.7,2.3,0.7,1.8,38.1,0.5,1.3,40.0,0.4,0.5,83.3,0.1,0.3,0.4,1.4,0.5,0.1,0.1,0.5,-1.1,Dallas Wings,2002,1611661321
Swin Cash,32,33.7,14.8,4.5,11.0,40.8,0.4,2.0,20.6,5.4,7.1,76.2,2.4,4.5,6.9,2.7,3.1,1.2,1.0,2.7,-3.3,Dallas Wings,2002,1611661321
Wendy Palmer,16,29.0,11.5,4.1,9.6,42.5,1.2,3.8,31.7,2.2,3.3,66.0,1.7,4.3,6.0,1.3,2.1,0.8,0.1,2.8,-8.6,Dallas Wings,2002,1611661321
Astou Ndiaye-Diatta,11,6.4,1.8,0.9,1.9,47.6,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.8,1.3,0.1,0.8,0.3,0.1,0.3,-2.7,Dallas Wings,2003,1611661321
Ayana Walker,34,7.8,1.6,0.7,2.1,34.3,0.0,0.0,0.0,0.2,0.6,38.1,1.0,1.1,2.1,0.3,0.6,0.3,0.3,1.0,-1.2,Dallas Wings,2003,1611661321
Barbara Farris,34,15.2,3.7,1.3,2.9,43.4,0.0,0.0,0.0,1.2,1.9,65.1,0.9,1.6,2.4,0.7,1.2,0.3,0.1,1.8,0.5,Dallas Wings,2003,1611661321
Cheryl Ford,32,29.9,10.8,4.0,8.4,47.4,0.0,0.0,0.0,2.8,4.0,68.2,3.1,7.3,10.4,0.8,2.5,1.0,1.0,3.4,3.0,Dallas Wings,2003,1611661321
Deanna Nolan,32,29.8,12.4,4.3,9.8,43.6,1.5,3.6,42.1,2.4,3.0,79.2,0.4,3.0,3.3,2.6,2.2,1.3,0.4,2.0,5.6,Dallas Wings,2003,1611661321
Elaine Powell,33,28.5,9.0,3.2,7.1,45.1,0.2,0.6,35.0,2.4,3.2,74.5,1.3,1.9,3.2,3.9,2.4,1.4,0.3,2.0,4.7,Dallas Wings,2003,1611661321
Kedra Holland-Corn,34,20.5,9.2,3.1,6.8,46.1,1.5,3.6,40.3,1.4,1.9,76.2,0.4,1.3,1.7,1.9,1.7,1.1,0.1,0.8,1.9,Dallas Wings,2003,1611661321
Petra Ujhelyi,14,5.0,0.3,0.1,0.6,25.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.9,0.2,0.7,0.0,0.1,0.6,-1.5,Dallas Wings,2003,1611661321
Ruth Riley,34,29.3,9.6,3.4,6.8,49.8,0.0,0.0,0.0,2.9,3.7,76.4,1.7,4.2,5.9,1.9,2.4,0.7,1.7,3.8,7.4,Dallas Wings,2003,1611661321
Sheila Lambert,27,6.9,3.2,0.9,2.4,36.4,0.3,0.6,43.8,1.2,1.5,78.0,0.4,0.7,1.0,0.5,1.1,0.2,0.0,0.6,-2.1,Dallas Wings,2003,1611661321
Stacey Thomas,11,7.4,1.4,0.5,1.5,31.3,0.1,0.5,20.0,0.4,1.0,36.4,0.5,1.0,1.5,0.5,0.5,0.8,0.1,0.9,1.2,Dallas Wings,2003,1611661321
Swin Cash,33,33.3,16.6,5.9,13.0,45.3,0.4,1.2,30.0,4.4,6.5,68.2,2.0,3.9,5.8,3.6,3.3,1.3,0.7,2.3,5.1,Dallas Wings,2003,1611661321
Tamara Moore,15,4.4,1.4,0.5,1.1,50.0,0.0,0.3,0.0,0.3,0.4,83.3,0.2,0.4,0.6,0.3,0.4,0.3,0.1,0.3,-0.3,Dallas Wings,2003,1611661321
Amisha Carter,2,6.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,2.0,2.0,0.0,1.5,1.0,0.0,2.5,-3.0,Dallas Wings,2004,1611661321
Ayana Walker,18,8.0,1.0,0.4,1.6,28.6,0.0,0.0,0.0,0.1,0.3,33.3,0.6,0.9,1.4,0.3,0.3,0.1,0.2,0.7,0.4,Dallas Wings,2004,1611661321
Barbara Farris,26,16.3,4.5,1.6,3.1,51.3,0.0,0.0,0.0,1.4,2.1,66.7,1.1,1.3,2.3,0.3,1.0,0.3,0.1,1.8,-1.2,Dallas Wings,2004,1611661321
Chandi Jones,31,12.8,3.5,1.2,3.3,35.9,0.3,1.0,25.0,0.8,1.0,80.6,0.3,0.8,1.1,1.5,1.3,0.6,0.2,1.3,-0.5,Dallas Wings,2004,1611661321
Cheryl Ford,31,29.5,10.6,3.8,9.3,41.1,0.0,0.0,0.0,3.0,5.1,58.9,3.4,6.2,9.6,1.1,1.7,1.3,0.8,3.8,-2.0,Dallas Wings,2004,1611661321
Deanna Nolan,34,33.5,13.6,4.9,12.8,38.2,1.0,3.4,28.9,2.9,3.6,79.8,0.9,3.1,3.9,3.3,2.6,1.9,0.4,2.2,2.0,Dallas Wings,2004,1611661321
Elaine Powell,30,25.3,4.4,1.7,4.6,37.7,0.0,0.0,0.0,0.9,1.6,56.3,1.0,1.8,2.8,4.5,2.0,1.2,0.3,2.2,2.1,Dallas Wings,2004,1611661321
Iciss Tillis,31,9.3,2.7,1.1,2.4,47.3,0.2,0.6,33.3,0.2,0.4,58.3,0.4,0.8,1.3,0.4,0.7,0.3,0.3,0.7,-2.0,Dallas Wings,2004,1611661321
Isabel Sanchez,10,6.1,2.2,0.6,1.4,42.9,0.2,0.5,40.0,0.8,1.1,72.7,0.3,0.2,0.5,0.3,1.1,0.2,0.0,0.6,-2.5,Dallas Wings,2004,1611661321
Jae Kingi-Cross,5,3.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,75.0,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.2,-2.0,Dallas Wings,2004,1611661321
Merlakia Jones,33,15.7,5.5,2.3,6.2,37.1,0.1,0.5,26.7,0.7,1.0,75.0,0.7,1.4,2.1,0.6,0.8,0.6,0.1,1.2,-2.3,Dallas Wings,2004,1611661321
Ruth Riley,34,30.4,11.1,4.5,10.1,44.6,0.0,0.1,50.0,2.1,2.6,81.6,2.0,3.9,5.9,1.5,2.4,0.9,1.6,3.6,3.1,Dallas Wings,2004,1611661321
Stacey Thomas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dallas Wings,2004,1611661321
Stacy Stephens,7,5.3,0.6,0.3,0.9,33.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.0,1.3,0.4,0.3,0.0,0.0,1.0,-4.7,Dallas Wings,2004,1611661321
Swin Cash,32,34.5,16.4,5.6,12.0,46.9,0.3,0.7,34.8,4.9,6.8,72.1,2.4,4.1,6.5,4.2,2.5,1.4,0.9,2.6,0.0,Dallas Wings,2004,1611661321
Andrea Stinson,18,5.6,1.2,0.4,1.3,34.8,0.1,0.6,20.0,0.2,0.3,66.7,0.3,0.3,0.7,0.7,0.2,0.2,0.0,0.3,0.4,Dallas Wings,2005,1611661321
Ayana Walker,12,20.1,4.9,2.1,4.3,48.1,0.0,0.0,0.0,0.8,1.0,75.0,1.3,2.6,3.9,1.1,1.3,0.5,0.8,1.3,-1.2,Dallas Wings,2005,1611661321
Barbara Farris,34,13.1,2.4,0.7,2.1,34.2,0.0,0.0,0.0,1.0,1.6,61.1,0.9,1.6,2.5,0.6,1.3,0.2,0.0,1.6,-1.7,Dallas Wings,2005,1611661321
Chandi Jones,21,15.6,6.0,2.2,5.4,40.7,0.9,1.8,48.6,0.7,0.9,78.9,0.4,1.1,1.5,1.1,1.1,0.6,0.1,2.0,-0.9,Dallas Wings,2005,1611661321
Cheryl Ford,33,28.2,9.5,3.6,8.5,43.0,0.0,0.0,0.0,2.2,4.5,48.7,3.4,6.3,9.8,0.8,2.1,1.0,1.4,4.3,2.1,Dallas Wings,2005,1611661321
Deanna Nolan,33,36.7,15.9,5.6,14.0,39.8,0.8,2.7,31.1,3.9,4.8,80.0,0.9,3.8,4.7,3.7,3.0,1.7,0.4,1.9,1.2,Dallas Wings,2005,1611661321
Elaine Powell,29,23.2,5.6,2.1,4.9,43.7,0.0,0.1,0.0,1.3,2.2,60.0,0.9,1.9,2.8,2.7,1.8,1.0,0.1,2.1,-1.5,Dallas Wings,2005,1611661321
Kara Braxton,33,13.9,6.9,2.9,6.4,46.2,0.0,0.0,0.0,1.0,1.8,55.0,1.3,1.8,3.0,0.4,1.6,0.5,0.4,2.4,-3.2,Dallas Wings,2005,1611661321
Katie Smith,13,30.3,9.5,3.1,8.2,37.4,1.4,4.2,32.7,2.0,2.6,76.5,0.8,1.3,2.2,2.0,1.3,0.4,0.2,2.1,3.8,Dallas Wings,2005,1611661321
Niele Ivey,12,8.3,1.2,0.4,1.9,21.7,0.3,1.0,25.0,0.1,0.1,100.0,0.4,0.6,1.0,0.8,0.4,0.5,0.0,1.2,-2.7,Dallas Wings,2005,1611661321
Plenette Pierson,23,19.4,7.7,2.4,5.5,43.7,0.0,0.0,100.0,2.9,4.2,69.8,1.2,1.5,2.7,0.9,1.8,0.6,0.3,2.3,-2.9,Dallas Wings,2005,1611661321
Ruth Riley,33,26.1,7.6,3.0,8.1,37.5,0.1,0.4,25.0,1.5,1.8,80.0,1.3,3.4,4.7,1.2,2.1,0.7,1.4,4.0,0.8,Dallas Wings,2005,1611661321
Sheila Lambert,12,12.6,2.8,1.2,3.8,31.1,0.1,0.6,14.3,0.3,0.4,80.0,0.2,1.3,1.4,1.8,2.0,0.7,0.1,0.9,-5.3,Dallas Wings,2005,1611661321
Stacey Thomas,17,7.7,0.7,0.1,0.7,16.7,0.0,0.1,0.0,0.5,1.2,40.0,0.6,0.6,1.2,0.5,0.2,0.5,0.2,0.9,-2.5,Dallas Wings,2005,1611661321
Swin Cash,21,21.7,5.7,2.3,6.0,38.1,0.1,0.5,20.0,1.0,1.5,65.6,2.0,2.2,4.2,2.0,2.2,0.6,0.3,2.1,2.5,Dallas Wings,2005,1611661321
Angelina Williams,21,6.2,2.0,0.7,2.0,32.6,0.1,0.4,25.0,0.5,0.8,64.7,0.1,0.5,0.6,0.6,0.7,0.3,0.3,0.4,-0.7,Dallas Wings,2006,1611661321
Cheryl Ford,32,28.7,13.8,4.9,9.8,49.8,0.0,0.0,0.0,4.0,6.2,64.8,4.1,7.3,11.3,1.4,1.8,1.2,0.8,3.6,6.2,Dallas Wings,2006,1611661321
Deanna Nolan,34,32.1,13.8,5.1,12.5,40.5,1.1,3.3,34.5,2.5,2.9,85.0,0.9,3.6,4.5,3.6,2.5,1.4,0.3,2.3,5.0,Dallas Wings,2006,1611661321
Elaine Powell,11,10.6,1.3,0.3,1.5,18.8,0.0,0.2,0.0,0.7,1.3,57.1,0.6,0.5,1.2,1.4,0.8,0.3,0.0,1.0,-1.4,Dallas Wings,2006,1611661321
Irina Osipova,2,5.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,-1.5,Dallas Wings,2006,1611661321
Jacqueline Batteast,26,6.6,1.3,0.5,2.0,26.4,0.1,0.5,14.3,0.2,0.3,57.1,0.5,0.5,1.0,0.3,0.2,0.1,0.1,0.8,-1.3,Dallas Wings,2006,1611661321
Kara Braxton,34,10.6,4.3,1.7,4.2,40.6,0.0,0.1,0.0,0.9,1.4,62.5,1.2,2.2,3.4,0.8,1.6,0.3,0.3,2.4,-0.3,Dallas Wings,2006,1611661321
Katie Smith,34,33.5,11.7,3.6,8.9,40.7,1.7,4.7,36.6,2.7,3.0,91.2,0.6,2.1,2.7,3.3,1.9,0.7,0.1,2.3,3.9,Dallas Wings,2006,1611661321
Kedra Holland-Corn,34,11.8,4.1,1.5,4.2,35.9,0.8,2.5,33.3,0.3,0.5,62.5,0.4,0.8,1.2,1.3,1.2,0.7,0.1,0.9,1.0,Dallas Wings,2006,1611661321
Plenette Pierson,34,16.7,6.5,2.4,5.3,45.6,0.0,0.1,0.0,1.6,2.4,70.0,1.3,2.6,3.9,0.7,1.1,0.5,0.4,2.5,0.1,Dallas Wings,2006,1611661321
Ruth Riley,34,25.8,7.3,3.4,7.4,45.6,0.1,0.3,33.3,0.5,0.5,88.9,1.1,3.8,4.9,1.5,1.6,0.5,1.4,3.2,3.9,Dallas Wings,2006,1611661321
Sabrina Palie,11,4.5,1.1,0.5,2.3,20.0,0.2,0.5,40.0,0.0,0.0,0.0,0.4,0.0,0.4,0.5,0.9,0.1,0.1,0.8,-1.7,Dallas Wings,2006,1611661321
Swin Cash,34,29.2,10.5,3.6,9.5,38.4,0.0,0.4,7.7,3.2,4.2,76.2,1.9,3.1,4.9,3.1,2.6,0.6,0.3,2.5,4.0,Dallas Wings,2006,1611661321
Amy Sanders,6,1.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.5,0.0,Dallas Wings,2007,1611661321
Ayana Walker,2,21.6,3.5,1.5,3.5,42.9,0.0,0.0,0.0,0.5,1.5,33.3,0.0,3.0,3.0,0.5,3.0,0.5,1.0,4.0,-11.0,Dallas Wings,2007,1611661321
Cheryl Ford,15,30.7,13.0,4.7,9.5,49.7,0.0,0.0,0.0,3.5,5.5,63.9,3.2,8.0,11.2,1.5,2.8,1.9,0.7,3.6,7.5,Dallas Wings,2007,1611661321
Deanna Nolan,34,34.5,16.3,6.5,14.1,46.0,1.4,3.4,39.3,1.9,2.3,82.3,1.0,3.3,4.4,3.9,2.4,1.4,0.4,2.0,4.8,Dallas Wings,2007,1611661321
Elaine Powell,32,10.0,1.9,0.7,1.7,40.7,0.0,0.0,0.0,0.5,0.7,76.2,0.3,0.7,1.1,1.4,0.9,0.4,0.1,1.0,-0.8,Dallas Wings,2007,1611661321
Iciss Tillis,8,3.3,0.5,0.3,0.8,33.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.6,0.9,0.1,0.9,0.0,0.0,0.4,-2.0,Dallas Wings,2007,1611661321
Ivory Latta,31,7.8,3.0,1.1,2.8,39.1,0.7,1.6,44.9,0.1,0.2,42.9,0.1,0.5,0.6,0.6,0.5,0.3,0.1,0.8,0.5,Dallas Wings,2007,1611661321
Kara Braxton,31,16.8,6.4,2.6,5.8,44.2,0.0,0.0,0.0,1.2,1.8,67.3,1.7,3.5,5.2,0.5,2.0,0.4,0.4,2.8,-0.5,Dallas Wings,2007,1611661321
Katie Mattera,34,13.9,5.2,2.0,3.9,52.7,0.0,0.0,0.0,1.1,1.6,73.6,1.6,3.3,4.9,0.2,1.2,0.2,0.7,2.3,0.9,Dallas Wings,2007,1611661321
Katie Smith,34,34.3,13.2,3.8,10.4,36.1,1.8,5.8,31.1,3.9,4.6,84.7,0.5,3.2,3.8,3.6,1.7,1.2,0.1,2.4,5.1,Dallas Wings,2007,1611661321
Plenette Pierson,34,25.2,11.6,4.4,9.2,47.8,0.0,0.1,0.0,2.9,3.8,75.4,2.1,3.7,5.8,1.7,2.3,0.8,0.9,3.2,7.0,Dallas Wings,2007,1611661321
Shannon Johnson,33,16.7,5.8,1.7,5.0,34.3,0.9,2.1,41.4,1.5,1.8,82.0,0.5,1.3,1.8,1.7,1.2,0.6,0.1,2.1,2.2,Dallas Wings,2007,1611661321
