PLAYER,GP,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPs,%PTS FT,%PTS OffTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST,TEAM,SEASON,TEAM_ID
Iziane Castro Marques,29,23.1,65.4,34.6,49.8,23.0,32.3,15.2,17.9,20.1,26.8,41.8,58.2,62.1,37.9,47.9,52.1,Atlanta Dream,2008,1611661330
Jennifer Lacy,33,18.3,88.9,11.1,74.1,21.2,6.3,6.3,19.6,20.6,52.9,72.9,27.1,100.0,0.0,74.3,25.7,Atlanta Dream,2008,1611661330
Kasha Terry,20,13.7,100.0,0.0,78.3,0.0,0.0,13.0,21.7,26.1,78.3,58.3,41.7,0.0,0.0,58.3,41.7,Atlanta Dream,2008,1611661330
Katie Mattera,33,14.0,100.0,0.0,70.0,4.5,0.0,0.0,30.0,25.5,65.5,71.4,28.6,0.0,0.0,71.4,28.6,Atlanta Dream,2008,1611661330
Kristen Mann,13,17.2,81.8,18.2,62.2,17.8,26.7,0.0,11.1,15.6,44.4,71.4,28.6,100.0,0.0,77.8,22.2,Atlanta Dream,2008,1611661330
Kristin Haynie,33,14.7,66.3,33.7,42.6,19.1,31.9,8.5,25.5,18.1,23.4,35.0,65.0,70.0,30.0,46.7,53.3,Atlanta Dream,2008,1611661330
Stacey Lovelace,15,17.2,73.0,27.0,57.1,13.2,33.0,4.4,9.9,34.1,44.0,80.8,19.2,100.0,0.0,86.1,13.9,Atlanta Dream,2008,1611661330
Tamera Young,33,22.6,83.3,16.7,55.8,22.5,16.3,11.7,27.9,18.3,33.3,46.3,53.7,92.3,7.7,53.8,46.3,Atlanta Dream,2008,1611661330
Angel McCoughtry,34,21.6,84.8,15.2,66.7,18.4,10.3,20.9,23.0,30.8,48.3,29.7,70.3,73.3,26.7,33.8,66.3,Atlanta Dream,2009,1611661330
Armintie Herrington,11,9.0,100.0,0.0,62.5,0.0,0.0,31.3,37.5,43.8,62.5,60.0,40.0,0.0,0.0,60.0,40.0,Atlanta Dream,2009,1611661330
Chamique Holdsclaw,25,28.3,90.6,9.4,72.4,39.7,5.2,17.2,22.4,21.6,32.8,32.5,67.5,100.0,0.0,35.6,64.4,Atlanta Dream,2009,1611661330
Coco Miller,34,12.0,77.9,22.1,64.1,35.1,18.3,16.8,17.6,26.7,29.0,52.4,47.6,100.0,0.0,60.0,40.0,Atlanta Dream,2009,1611661330
Erika de Souza,34,27.3,100.0,0.0,84.6,5.5,0.0,9.7,15.4,15.4,79.1,55.9,44.1,0.0,0.0,55.9,44.1,Atlanta Dream,2009,1611661330
Ivory Latta,24,14.6,54.5,45.5,37.0,9.6,37.0,19.9,26.0,24.0,27.4,22.2,77.8,44.4,55.6,31.1,68.9,Atlanta Dream,2009,1611661330
Iziane Castro Marques,34,26.9,68.1,31.9,55.3,22.1,30.1,21.1,14.6,23.4,33.2,35.6,64.4,59.2,40.8,41.8,58.2,Atlanta Dream,2009,1611661330
Jennifer Lacy,32,11.3,82.2,17.8,64.6,16.7,12.5,5.2,22.9,17.7,47.9,48.4,51.6,100.0,0.0,54.3,45.7,Atlanta Dream,2009,1611661330
Michelle Snow,34,14.8,98.6,1.4,72.4,16.2,0.0,5.4,27.6,17.3,56.2,64.2,35.8,0.0,0.0,64.2,35.8,Atlanta Dream,2009,1611661330
Nikki Teasley,10,23.4,43.3,56.7,25.6,5.1,53.8,17.9,20.6,7.7,20.5,20.0,80.0,100.0,0.0,66.7,33.3,Atlanta Dream,2009,1611661330
Sancho Lyttle,34,27.4,99.7,0.3,83.1,28.0,0.0,11.5,16.9,21.7,55.1,72.8,27.2,0.0,0.0,72.8,27.2,Atlanta Dream,2009,1611661330
Shalee Lehning,34,20.8,67.7,32.3,58.8,5.9,17.6,23.5,23.6,39.2,52.9,40.0,60.0,100.0,0.0,50.0,50.0,Atlanta Dream,2009,1611661330
Tamera Young,11,6.6,81.5,18.5,53.3,6.7,10.0,20.0,36.7,26.7,46.7,50.0,50.0,100.0,0.0,55.6,44.4,Atlanta Dream,2009,1611661330
Alison Bales,34,15.6,87.6,12.4,56.1,30.3,11.4,1.5,32.5,14.4,25.8,75.7,24.3,100.0,0.0,78.6,21.4,Atlanta Dream,2010,1611661330
Angel McCoughtry,34,30.7,79.1,20.9,59.5,19.3,13.8,16.5,26.7,19.6,40.2,38.0,62.0,90.9,9.1,45.1,54.9,Atlanta Dream,2010,1611661330
Armintie Herrington,34,16.5,97.1,2.9,63.9,9.6,0.0,36.1,36.1,44.0,54.2,50.9,49.1,0.0,0.0,50.9,49.1,Atlanta Dream,2010,1611661330
Brittainey Raven,23,5.4,60.0,40.0,35.3,0.0,44.1,11.8,20.6,35.3,35.3,50.0,50.0,100.0,0.0,72.7,27.3,Atlanta Dream,2010,1611661330
Coco Miller,27,7.3,69.4,30.6,68.2,49.4,17.6,25.9,14.2,27.1,18.8,72.4,27.6,100.0,0.0,76.5,23.5,Atlanta Dream,2010,1611661330
Erika de Souza,34,25.7,100.0,0.0,90.3,9.5,0.0,4.5,9.7,15.7,80.8,74.7,25.3,0.0,0.0,74.7,25.3,Atlanta Dream,2010,1611661330
Iziane Castro Marques,34,29.0,68.5,31.5,60.5,26.1,24.0,27.5,15.5,21.9,34.4,45.4,54.6,71.7,28.3,50.9,49.1,Atlanta Dream,2010,1611661330
Kelly Miller,30,16.4,34.6,65.4,15.0,7.5,64.5,12.1,20.5,22.4,7.5,37.5,62.5,73.9,26.1,64.5,35.5,Atlanta Dream,2010,1611661330
Sancho Lyttle,32,29.1,100.0,0.0,78.8,19.5,0.0,9.0,21.2,18.0,59.4,76.5,23.5,0.0,0.0,76.5,23.5,Atlanta Dream,2010,1611661330
Shalee Lehning,33,23.5,66.0,34.0,56.9,4.9,31.7,21.1,11.4,25.2,52.0,34.3,65.7,92.3,7.7,50.0,50.0,Atlanta Dream,2010,1611661330
Yelena Leuchanka,32,10.6,95.2,4.8,73.7,13.5,2.3,7.5,24.0,27.8,60.2,77.6,22.4,100.0,0.0,78.0,22.0,Atlanta Dream,2010,1611661330
Alison Bales,34,20.2,88.2,11.8,75.3,40.0,10.6,4.7,14.1,17.6,35.3,76.6,23.4,83.3,16.7,77.1,22.9,Atlanta Dream,2011,1611661330
Angel McCoughtry,33,27.9,87.0,13.0,60.7,16.3,8.0,19.8,31.3,27.1,44.4,46.8,53.2,89.5,10.5,50.2,49.8,Atlanta Dream,2011,1611661330
Armintie Herrington,34,23.4,99.0,1.0,74.7,10.4,0.0,40.8,25.3,28.0,64.4,64.8,35.2,0.0,0.0,64.8,35.2,Atlanta Dream,2011,1611661330
Coco Miller,31,17.4,79.7,20.3,71.4,44.1,19.8,15.0,8.8,20.7,27.3,59.3,40.7,93.3,6.7,64.6,35.4,Atlanta Dream,2011,1611661330
Courtney Paris,28,9.6,98.7,1.3,83.3,2.1,0.0,2.1,16.7,20.8,81.3,65.0,35.0,0.0,0.0,65.0,35.0,Atlanta Dream,2011,1611661330
Erika de Souza,32,27.4,99.7,0.3,90.5,17.5,0.0,6.6,9.5,17.5,73.0,72.5,27.5,0.0,0.0,72.5,27.5,Atlanta Dream,2011,1611661330
Iziane Castro Marques,34,19.8,70.9,29.1,63.3,20.8,19.7,24.3,17.0,18.1,42.5,40.2,59.8,70.6,29.4,45.5,54.5,Atlanta Dream,2011,1611661330
Kelly Mazzante,6,5.6,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,Atlanta Dream,2011,1611661330
Lindsey Harding,34,30.5,89.4,10.6,73.2,26.8,8.4,24.6,18.4,25.7,46.4,24.4,75.6,60.0,40.0,27.0,73.0,Atlanta Dream,2011,1611661330
Sancho Lyttle,22,26.2,96.5,3.5,79.6,32.6,2.7,12.2,17.7,23.5,47.1,81.8,18.2,50.0,50.0,81.1,18.9,Atlanta Dream,2011,1611661330
Sandora Irvin,30,8.3,91.5,8.5,74.1,14.8,0.0,7.4,25.9,7.4,59.3,40.0,60.0,0.0,0.0,40.0,60.0,Atlanta Dream,2011,1611661330
Shalee Lehning,18,12.1,66.7,33.3,47.4,5.3,31.6,15.8,21.0,28.9,42.1,44.4,55.6,100.0,0.0,61.5,38.5,Atlanta Dream,2011,1611661330
Aneika Morello,34,18.0,100.0,0.0,80.2,9.9,0.0,1.2,19.8,13.6,70.4,70.8,29.2,0.0,0.0,70.8,29.2,Atlanta Dream,2012,1611661330
Angel McCoughtry,24,29.9,79.0,21.0,58.0,15.6,16.3,16.9,25.7,24.7,42.4,38.3,61.7,82.1,17.9,45.2,54.8,Atlanta Dream,2012,1611661330
Armintie Herrington,34,26.6,99.1,0.9,75.3,12.5,0.0,39.0,24.7,36.9,62.7,67.6,32.4,0.0,0.0,67.6,32.4,Atlanta Dream,2012,1611661330
Cathrine Kraayeveld,33,15.4,34.6,65.4,27.6,11.8,69.1,7.2,3.3,20.4,15.8,81.0,19.0,100.0,0.0,92.9,7.1,Atlanta Dream,2012,1611661330
Courtney Paris,4,7.3,100.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,100.0,100.0,0.0,0.0,0.0,100.0,0.0,Atlanta Dream,2012,1611661330
Erika de Souza,15,29.9,100.0,0.0,90.8,12.6,0.0,4.6,9.2,14.4,78.2,64.6,35.4,0.0,0.0,64.6,35.4,Atlanta Dream,2012,1611661330
Jessica Moore,8,5.4,100.0,0.0,80.0,26.7,0.0,0.0,20.0,46.7,53.3,83.3,16.7,0.0,0.0,83.3,16.7,Atlanta Dream,2012,1611661330
Ketia Swanier,34,11.4,63.4,36.6,55.3,7.9,19.7,15.8,25.0,23.7,47.4,33.3,66.7,80.0,20.0,42.3,57.7,Atlanta Dream,2012,1611661330
Laurie Koehn,23,4.9,4.9,95.1,4.9,0.0,95.1,7.3,0.0,14.6,4.9,100.0,0.0,100.0,0.0,100.0,0.0,Atlanta Dream,2012,1611661330
Lindsey Harding,34,30.6,84.3,15.7,68.4,28.7,10.0,27.3,21.6,25.8,39.7,27.3,72.7,92.9,7.1,33.1,66.9,Atlanta Dream,2012,1611661330
Sancho Lyttle,34,31.6,77.2,22.8,71.8,25.6,17.6,13.7,10.6,26.1,46.2,76.0,24.0,96.4,3.6,78.9,21.1,Atlanta Dream,2012,1611661330
Tiffany Hayes,34,23.1,66.7,33.3,47.1,4.1,21.5,23.9,31.4,21.2,43.0,50.7,49.3,100.0,0.0,62.2,37.8,Atlanta Dream,2012,1611661330
Yelena Leuchanka,19,13.7,98.4,1.6,82.8,6.9,0.0,6.9,17.2,19.0,75.9,54.2,45.8,0.0,0.0,54.2,45.8,Atlanta Dream,2012,1611661330
Alex Bentley,34,22.1,70.1,29.9,60.5,27.0,29.9,21.7,9.6,22.4,33.5,23.5,76.5,53.6,46.4,31.0,69.0,Atlanta Dream,2013,1611661330
Aneika Morello,34,12.8,100.0,0.0,80.6,6.0,0.0,12.7,19.4,25.4,74.6,70.4,29.6,0.0,0.0,70.4,29.6,Atlanta Dream,2013,1611661330
Angel McCoughtry,33,31.4,81.0,19.0,62.7,16.6,9.7,24.2,27.6,26.0,46.1,37.7,62.3,73.9,26.1,41.1,58.9,Atlanta Dream,2013,1611661330
Anne Marie Armstrong,9,2.8,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,Atlanta Dream,2013,1611661330
Armintie Herrington,28,29.9,100.0,0.0,80.0,13.3,0.0,27.2,20.0,27.2,66.7,66.7,33.3,0.0,0.0,66.7,33.3,Atlanta Dream,2013,1611661330
Courtney Clements,26,9.4,60.6,39.4,37.9,31.0,46.6,15.5,15.5,20.7,6.9,18.2,81.8,66.7,33.3,40.0,60.0,Atlanta Dream,2013,1611661330
Erika de Souza,34,29.9,100.0,0.0,85.6,13.3,0.0,8.5,14.4,19.2,72.3,73.8,26.2,0.0,0.0,73.8,26.2,Atlanta Dream,2013,1611661330
Jasmine Thomas,34,27.5,77.8,22.2,72.2,25.7,16.7,12.5,11.1,21.5,46.5,49.0,51.0,100.0,0.0,55.8,44.2,Atlanta Dream,2013,1611661330
Le'coe Willingham,34,22.2,65.2,34.8,59.6,14.2,29.8,9.9,10.6,19.1,45.4,76.2,23.8,92.9,7.1,80.4,19.6,Atlanta Dream,2013,1611661330
Ruth Riley,16,7.6,73.7,26.3,44.4,11.1,33.3,0.0,22.3,38.9,33.3,100.0,0.0,100.0,0.0,100.0,0.0,Atlanta Dream,2013,1611661330
Sancho Lyttle,6,30.0,92.9,7.1,81.4,37.2,7.0,11.6,11.6,14.0,44.2,68.6,31.4,100.0,0.0,70.3,29.7,Atlanta Dream,2013,1611661330
Tiffany Hayes,23,22.3,69.0,31.0,44.0,4.6,26.6,20.1,29.4,31.3,39.4,49.1,50.9,82.6,17.4,58.8,41.3,Atlanta Dream,2013,1611661330
Amanda Thompson,21,8.3,100.0,0.0,72.2,16.7,0.0,11.1,27.8,33.3,55.6,53.8,46.2,0.0,0.0,53.8,46.2,Atlanta Dream,2014,1611661330
Aneika Morello,34,12.8,100.0,0.0,83.7,9.2,0.0,2.0,16.3,19.0,74.5,68.8,31.3,0.0,0.0,68.8,31.3,Atlanta Dream,2014,1611661330
Angel McCoughtry,31,31.3,78.6,21.4,61.0,15.3,16.2,23.3,22.8,30.1,45.6,46.3,53.7,77.4,22.6,51.0,49.0,Atlanta Dream,2014,1611661330
Celine Dumerc,28,18.8,45.3,54.7,34.4,12.9,38.7,21.5,26.9,29.0,21.5,56.3,43.8,66.7,33.3,60.7,39.3,Atlanta Dream,2014,1611661330
DeLisha Milton-Jones,2,11.3,71.4,28.6,22.2,22.2,33.3,0.0,44.5,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,Atlanta Dream,2014,1611661330
Erika de Souza,33,29.9,100.0,0.0,84.2,6.6,0.0,10.1,15.8,18.6,77.6,76.0,24.0,0.0,0.0,76.0,24.0,Atlanta Dream,2014,1611661330
Inga Orekhova,2,6.9,40.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Dream,2014,1611661330
Jasmine Thomas,34,17.5,75.1,24.9,59.8,25.6,22.0,18.3,18.2,25.6,34.1,59.2,40.8,91.7,8.3,65.6,34.4,Atlanta Dream,2014,1611661330
Matee Ajavon,24,9.2,83.3,16.7,53.8,7.7,5.8,28.8,40.4,11.5,46.2,42.9,57.1,100.0,0.0,46.7,53.3,Atlanta Dream,2014,1611661330
Nadia Colhado,16,7.9,100.0,0.0,95.5,27.3,0.0,9.1,4.5,20.5,68.2,85.7,14.3,0.0,0.0,85.7,14.3,Atlanta Dream,2014,1611661330
Sancho Lyttle,34,31.3,97.2,2.8,85.0,38.6,2.2,9.2,12.8,18.4,46.4,78.4,21.6,66.7,33.3,78.2,21.8,Atlanta Dream,2014,1611661330
Shoni Schimmel,34,21.3,44.2,55.8,36.2,14.2,56.4,16.3,7.4,23.8,22.0,19.6,80.4,64.2,35.8,42.3,57.7,Atlanta Dream,2014,1611661330
Swin Cash,17,8.7,79.1,20.9,76.9,23.1,0.0,7.7,23.1,26.9,53.8,70.0,30.0,0.0,0.0,70.0,30.0,Atlanta Dream,2014,1611661330
Tiffany Hayes,34,28.4,63.6,36.4,47.1,4.1,27.5,25.4,25.4,21.1,43.0,47.6,52.4,82.5,17.5,57.3,42.7,Atlanta Dream,2014,1611661330
Aneika Morello,29,17.9,100.0,0.0,84.0,13.3,0.0,4.0,16.0,14.0,70.7,63.5,36.5,0.0,0.0,63.5,36.5,Atlanta Dream,2015,1611661330
Angel McCoughtry,34,30.0,82.1,17.9,57.8,17.8,16.2,16.6,26.0,22.6,40.0,51.5,48.5,81.1,18.9,56.2,43.8,Atlanta Dream,2015,1611661330
Carla Cortijo,2,15.9,77.8,22.2,57.1,0.0,21.4,14.3,21.5,28.6,57.1,25.0,75.0,100.0,0.0,40.0,60.0,Atlanta Dream,2015,1611661330
Cierra Burdick,11,18.9,97.5,2.5,70.8,29.2,0.0,10.4,29.2,35.4,41.7,70.6,29.4,0.0,0.0,70.6,29.4,Atlanta Dream,2015,1611661330
Damiris Dantas,16,24.8,90.0,10.0,63.6,9.1,9.1,6.1,27.3,16.7,54.5,52.4,47.6,100.0,0.0,56.5,43.5,Atlanta Dream,2015,1611661330
DeLisha Milton-Jones,18,9.0,78.7,21.3,78.9,57.9,7.9,2.6,13.2,21.1,21.1,60.0,40.0,100.0,0.0,62.5,37.5,Atlanta Dream,2015,1611661330
Erica Wheeler,17,11.9,78.6,21.4,68.4,42.1,23.7,14.5,7.9,27.6,26.3,15.4,84.6,66.7,33.3,25.0,75.0,Atlanta Dream,2015,1611661330
Erika de Souza,17,29.0,100.0,0.0,91.2,12.2,0.0,13.6,8.8,18.4,78.9,71.6,28.4,0.0,0.0,71.6,28.4,Atlanta Dream,2015,1611661330
Matee Ajavon,33,17.6,89.0,11.0,64.6,13.3,4.6,22.6,30.8,25.1,51.3,31.7,68.3,100.0,0.0,34.8,65.2,Atlanta Dream,2015,1611661330
Nadia Colhado,6,5.3,100.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,100.0,66.7,33.3,0.0,0.0,66.7,33.3,Atlanta Dream,2015,1611661330
Reshanda Gray,17,14.8,100.0,0.0,67.3,17.8,0.0,14.9,32.7,18.8,49.5,64.7,35.3,0.0,0.0,64.7,35.3,Atlanta Dream,2015,1611661330
Roneeka Hodges,23,19.5,42.7,57.3,31.1,5.4,54.7,18.2,14.2,25.7,25.7,73.9,26.1,92.6,7.4,84.0,16.0,Atlanta Dream,2015,1611661330
Samantha Logic,4,5.8,27.3,72.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,Atlanta Dream,2015,1611661330
Sancho Lyttle,24,30.0,97.7,2.3,83.1,26.6,1.2,10.9,15.7,20.6,56.5,71.8,28.2,100.0,0.0,72.1,27.9,Atlanta Dream,2015,1611661330
Shoni Schimmel,32,19.8,43.1,56.9,29.6,11.5,60.5,12.3,9.9,20.2,18.1,25.0,75.0,57.1,42.9,43.5,56.5,Atlanta Dream,2015,1611661330
Sydney Carter,26,11.3,58.3,41.7,39.2,7.8,29.4,23.5,31.4,15.7,31.4,50.0,50.0,60.0,40.0,53.3,46.7,Atlanta Dream,2015,1611661330
Tiffany Hayes,28,29.9,61.4,38.6,46.7,1.7,25.8,25.6,27.5,23.3,45.0,39.3,60.7,87.1,12.9,52.2,47.8,Atlanta Dream,2015,1611661330
Angel McCoughtry,33,30.0,83.3,16.7,61.3,24.3,12.1,17.9,26.6,19.6,37.0,39.1,60.9,65.4,34.6,42.2,57.8,Atlanta Dream,2016,1611661330
Avery Warley-Talbert,1,4.4,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Dream,2016,1611661330
Bria Holmes,33,21.3,70.3,29.7,59.9,8.1,20.6,27.5,19.5,19.4,51.8,66.2,33.8,76.5,23.5,68.1,31.9,Atlanta Dream,2016,1611661330
Carla Cortijo,27,10.9,64.6,35.4,50.0,25.0,30.5,9.4,19.5,18.0,25.0,15.6,84.4,53.8,46.2,26.7,73.3,Atlanta Dream,2016,1611661330
Cierra Burdick,8,3.7,100.0,0.0,66.7,0.0,0.0,66.7,33.3,0.0,66.7,100.0,0.0,0.0,0.0,100.0,0.0,Atlanta Dream,2016,1611661330
Elizabeth Williams,34,34.7,99.7,0.3,77.3,11.3,0.0,9.1,22.7,13.3,66.0,60.5,39.5,0.0,0.0,60.5,39.5,Atlanta Dream,2016,1611661330
Layshia Clarendon,34,28.2,80.5,19.5,59.9,8.5,15.3,12.1,24.8,15.5,51.4,25.5,74.5,72.2,27.8,32.3,67.7,Atlanta Dream,2016,1611661330
Markeisha Gatling,16,10.5,100.0,0.0,81.0,0.0,0.0,4.8,19.0,4.8,81.0,58.8,41.2,0.0,0.0,58.8,41.2,Atlanta Dream,2016,1611661330
Matee Ajavon,32,10.6,89.0,11.0,62.9,28.6,8.6,14.3,28.5,16.2,34.3,24.2,75.8,100.0,0.0,30.6,69.4,Atlanta Dream,2016,1611661330
Meighan Simmons,25,5.9,37.8,62.2,25.6,12.8,61.5,11.5,12.9,23.1,12.8,50.0,50.0,93.8,6.3,76.9,23.1,Atlanta Dream,2016,1611661330
Rachel Hollivay,32,8.9,100.0,0.0,61.5,0.0,0.0,0.0,38.5,23.1,61.5,58.3,41.7,0.0,0.0,58.3,41.7,Atlanta Dream,2016,1611661330
Reshanda Gray,28,9.6,98.6,1.4,79.2,8.3,0.0,9.4,20.8,17.7,70.8,63.2,36.8,0.0,0.0,63.2,36.8,Atlanta Dream,2016,1611661330
Sancho Lyttle,19,30.0,94.0,6.0,82.8,33.1,4.1,7.6,13.1,23.4,49.7,75.0,25.0,100.0,0.0,75.8,24.2,Atlanta Dream,2016,1611661330
Tiffany Hayes,33,30.8,66.3,33.7,49.0,1.6,19.4,22.5,31.6,23.5,47.4,51.2,48.8,78.1,21.9,56.9,43.1,Atlanta Dream,2016,1611661330
Aneika Morello,6,5.1,100.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,50.0,83.3,16.7,0.0,0.0,83.3,16.7,Atlanta Dream,2017,1611661330
Bria Holmes,32,22.3,78.0,22.0,65.1,16.1,12.0,33.3,22.9,20.9,49.0,55.6,44.4,100.0,0.0,60.4,39.6,Atlanta Dream,2017,1611661330
Brianna Kiesel,9,8.3,40.0,60.0,28.6,14.3,21.4,7.1,50.0,0.0,14.3,50.0,50.0,100.0,0.0,66.7,33.3,Atlanta Dream,2017,1611661330
Brittney Sykes,34,25.6,73.6,26.4,56.5,17.0,23.6,25.1,19.9,20.2,39.5,50.4,49.6,91.9,8.1,59.4,40.6,Atlanta Dream,2017,1611661330
Chelsea Hopkins,2,3.8,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Dream,2017,1611661330
Damiris Dantas,34,18.1,62.3,37.7,57.8,23.6,29.7,2.3,12.5,16.7,34.2,69.7,30.3,96.2,3.8,76.5,23.5,Atlanta Dream,2017,1611661330
Darxia Morris,5,4.2,83.3,16.7,40.0,40.0,60.0,40.0,0.0,40.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,Atlanta Dream,2017,1611661330
Elizabeth Williams,34,31.6,99.7,0.3,84.7,15.3,0.0,6.0,15.3,14.8,69.3,67.8,32.2,0.0,0.0,67.8,32.2,Atlanta Dream,2017,1611661330
Imani McGee-Stafford,10,9.2,100.0,0.0,89.7,27.6,0.0,6.9,10.3,13.8,62.1,61.5,38.5,0.0,0.0,61.5,38.5,Atlanta Dream,2017,1611661330
Jordan Hooper,15,6.8,31.7,68.3,17.0,8.5,76.6,10.6,6.4,17.0,8.5,75.0,25.0,91.7,8.3,87.5,12.5,Atlanta Dream,2017,1611661330
Layshia Clarendon,34,30.0,83.1,16.9,69.0,22.5,9.0,14.8,22.0,21.6,46.6,27.8,72.2,63.6,36.4,30.7,69.3,Atlanta Dream,2017,1611661330
Matee Ajavon,31,8.1,94.7,5.3,58.7,16.0,0.0,16.0,41.3,13.3,42.7,31.8,68.2,0.0,0.0,31.8,68.2,Atlanta Dream,2017,1611661330
Meighan Simmons,11,3.8,41.7,58.3,42.1,42.1,31.6,10.5,26.3,26.3,0.0,50.0,50.0,100.0,0.0,66.7,33.3,Atlanta Dream,2017,1611661330
Rachel Hollivay,7,4.7,100.0,0.0,88.9,0.0,0.0,0.0,11.1,0.0,88.9,75.0,25.0,0.0,0.0,75.0,25.0,Atlanta Dream,2017,1611661330
Sancho Lyttle,29,28.5,95.7,4.3,84.9,49.5,3.2,8.6,11.9,27.4,35.5,79.7,20.3,100.0,0.0,80.2,19.8,Atlanta Dream,2017,1611661330
Tamera Young,11,15.5,84.7,15.3,65.3,16.3,18.4,20.4,16.3,14.3,49.0,81.3,18.8,66.7,33.3,78.9,21.1,Atlanta Dream,2017,1611661330
Tiffany Hayes,33,30.1,66.1,33.9,43.9,4.8,26.8,21.4,29.3,22.9,39.0,44.9,55.1,89.6,10.4,57.8,42.2,Atlanta Dream,2017,1611661330
Adaora Elonu,1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Dream,2018,1611661330
Alex Bentley,16,20.7,61.1,38.9,54.7,38.8,38.8,14.4,6.5,14.4,15.8,13.2,86.8,50.0,50.0,25.0,75.0,Atlanta Dream,2018,1611661330
Alexis Prince,2,3.0,80.0,20.0,57.1,0.0,42.9,0.0,0.0,28.6,57.1,50.0,50.0,100.0,0.0,66.7,33.3,Atlanta Dream,2018,1611661330
Angel McCoughtry,29,27.5,81.2,18.8,62.3,21.8,13.2,10.0,24.5,19.2,40.6,46.3,53.7,90.5,9.5,51.8,48.2,Atlanta Dream,2018,1611661330
Blake Dietrick,26,7.2,34.3,65.7,16.2,0.0,73.0,16.2,10.8,8.1,16.2,100.0,0.0,100.0,0.0,100.0,0.0,Atlanta Dream,2018,1611661330
Brittney Sykes,29,20.7,65.3,34.7,53.4,20.6,23.5,15.3,23.1,11.7,32.7,37.3,62.7,100.0,0.0,51.5,48.5,Atlanta Dream,2018,1611661330
Damiris Dantas,19,13.4,78.4,21.6,72.5,31.4,14.7,6.9,12.8,22.5,41.2,83.8,16.2,100.0,0.0,85.7,14.3,Atlanta Dream,2018,1611661330
Elizabeth Williams,33,26.8,100.0,0.0,80.7,7.3,0.0,6.0,19.3,17.7,73.3,76.0,24.0,0.0,0.0,76.0,24.0,Atlanta Dream,2018,1611661330
Imani McGee-Stafford,29,10.5,100.0,0.0,91.8,32.9,0.0,4.7,8.2,18.8,58.8,71.8,28.2,0.0,0.0,71.8,28.2,Atlanta Dream,2018,1611661330
Jessica Breland,34,26.4,100.0,0.0,88.3,46.3,0.0,2.8,11.7,20.3,42.0,83.9,16.1,0.0,0.0,83.9,16.1,Atlanta Dream,2018,1611661330
Layshia Clarendon,18,17.3,82.3,17.7,61.5,20.5,7.7,15.4,30.8,35.9,41.0,29.2,70.8,100.0,0.0,34.6,65.4,Atlanta Dream,2018,1611661330
Maggie Lucas,7,5.1,9.1,90.9,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,Atlanta Dream,2018,1611661330
Monique Billings,32,11.0,100.0,0.0,77.4,18.9,0.0,13.2,22.6,32.1,58.5,70.7,29.3,0.0,0.0,70.7,29.3,Atlanta Dream,2018,1611661330
Renee Montgomery,34,27.5,23.6,76.4,16.5,9.1,66.7,8.3,16.8,24.2,7.4,41.4,58.6,75.6,24.4,66.4,33.6,Atlanta Dream,2018,1611661330
Tiffany Hayes,31,28.9,67.3,32.7,50.6,5.6,23.6,12.7,25.8,21.5,44.9,38.5,61.5,71.4,28.6,46.3,53.7,Atlanta Dream,2018,1611661330
Alaina Coates,9,8.4,100.0,0.0,72.0,0.0,0.0,0.0,28.0,0.0,72.0,66.7,33.3,0.0,0.0,66.7,33.3,Atlanta Dream,2019,1611661330
Alex Bentley,29,21.9,57.9,42.1,51.5,36.9,36.9,8.8,11.6,12.7,14.6,28.4,71.6,65.6,34.4,40.4,59.6,Atlanta Dream,2019,1611661330
Angel McCoughtry,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Dream,2019,1611661330
Brittney Sykes,34,25.9,69.2,30.8,57.5,9.8,24.1,15.5,18.4,17.5,47.7,39.0,61.0,85.7,14.3,49.2,50.8,Atlanta Dream,2019,1611661330
